r_id,s_id,sentence,sentence_sentiment
785,4831,Truly frustrated    After a week of hoping for a resolution without any type of offer to make me whole I have deleted this app and will never use them again,-0.2499999999999999
1011,6105,"We are done and have deleted the app, once and for all.",0.0
1123,6694,therefore I have deleted the app and will no longer be using.,0.0
1146,6954,And I have deleted the app but somehow they're still using my location!,0.0
1179,7325,"I have deleted me account and will not use their services again, which seems to be the resolution they wanted since no attempt to contact me was made at all.",0.0
484,2438,By now it's 90 mins after my initial ETA..5) Two hours have passed.,0.0
562,3178,When I asked for a supervisor they stated that they were the highest level of support and kept refusing to assist me in just simply adding my card to just buy food.,0.0
769,4718,"When you first buy food it's fine and works great, until you accidentally get the wrong order.",0.2416666666666667
0,12,😠 or something will be missing.,-0.2
27,341,I tried to add drinks onto the order but it seemed to be missing beer from the app.,-0.2
197,1375,"Still, this issue keeps happening.",0.0
190,1340,"..The second order arrived, now 2.5 hours after we initially ordered our first order (when we started getting hungry), and an ENTIRE entree is missing.",0.0099999999999999
1344,8646,If I could just load the pictures of how horrible my order arrived I would.,-1.0
31,387,..All I have to say is sometimes it's better to go get the food yourself.,0.5
392,2164,So I'm out the money on those items and I gotta go spent the money again and go get it myself.,-0.1
505,2553,Save your money and go get your orders to go or dine-in.,0.0
652,3929,"It's heavily snowing and after 45 minutes of trying to get a driver we instead got a dude on a bike to go get my order in 16 degree snowy weather at night, all for the same dude to drop my order 20 minutes later.",-0.0666666666666666
652,3931,I just wanted to go get something else at that point and do it myself but ofc I couldn't because you have to wait 30 minutes to get it canceled and the timer resets after people decide they want to go get it.,0.0
870,5342,"Don't be a cheap a**, if things are so tight there you can't tip the person doing you a convenience then you should go get it yourself!!",0.0604910714285714
1041,6317,There's just no one around to go get your order.,0.0
1130,6772,"So, that's what I really enjoy  doordash I can put in an order real quick and I can have warm food for when I'm too busy to really stop and take a moment to cook or go get something myself.",0.36
1233,7808,I ordered medicine for pain to be delivered so I wouldn't have to go get it myself.,0.0
298,1841,Regardless of price it will at least get delivered,-0.3
562,3173,I gave up and figured I'd try again another time.,0.0
632,3747,Other times the food gets delivered quickly.,0.1041666666666666
1118,6604,Which is ridiculous cause we have only complained one other time about this restaurant.,-0.1895833333333333
1204,7545,Other times the restaurant got my orders completely wrong.,-0.3125
1226,7728,"Other times if I remember to order before seven, I got it okay and everting was good.",0.3583333333333333
1173,7262,I was only informed after ordering that the store did not in fact have the chips I wanted.,0.0
190,1336,The app works fine.,0.4166666666666667
1339,8618,..The app works fine.,0.4166666666666667
24,303,You delivered the wrong order to my home this morning.,-0.5
109,939,"In the past, I've had restaurant issues delivering the wrong order or missing part of the order, or even no-order and GrubHub has always been very RELIABLE in correcting or solving or just making it right with me.",-0.0928571428571428
311,1889,The drivers do their job fairly well BUT - many mistakes - wrong orders - an hour or more wait - no refund on undelivered orders - no contact or try to fix the situation.,0.3
638,3790,We ordered from this app and not only got the complete wrong order but received awful service along with it.,-0.35
810,4980,I placed my order at Denny's I was charged for the order and I got the wrong order.,-0.5
862,5296,"More than once I've had food stolen, messed up, received the wrong order and had food missing with absolutely no resolve for the issues.",-0.075
953,5788,"But, I immediately noticed I got the wrong order altogether.",-0.5
1120,6640,"There was even one time, when I ordered my food, and the driver brought me the completely wrong order.",-0.5
1141,6903,once i got the completely wrong order.,-0.5
1198,7491,Got the wrong order?,-0.5
1301,8341,Then again today I received the wrong order again.,-0.5
1313,8422,"However, I continue to get the wrong orders from the restaurants I buy from and because I've had too many in the past they've now declined to compensate me in return for not getting what I asked for.",-0.0833333333333333
1313,8424,I get that it could be seen as suspicious but when I have the wrong order I am going to say so.,-0.5
286,1773,40% on that last order.,0.0
565,3220,"My last order for example, the restaurant forgot 2 separate items, and the 2 items I did receive - the first item was gross and soggy and the 2nd item was missing half of the item (burger but didn't have any sauce, any toppings or any cheese).",-0.0194444444444444
734,4485,During my last order The App did not work.,0.0
795,4900,This last order said it was ready and I went to pick up and the restaurant said it wasn't done yet and i proceeded to wait 30 mins and have to run back to work cause I was late from break.,-0.0249999999999999
1026,6223,I had REALLY bad service my last order.,-0.3499999999999999
1126,6724,In my last order DoorDash has miss delivered and denied any sort of refund or help.,0.0
1201,7514,3 orders were delivered successfully but my last order showed delivered but it wasn't.,0.375
436,2291,"I don't know what's wrong with them lately, but I seem to NEVER get my whole order recently.",-0.15
