r_id,reference_review
306,Customer service is awful.
306,My account was hacked and I had to contact them 4 times with no resolution.
306,I've used other services for years and those services will fix/refund my items immediately and resolve my issues via chat directly.
306,"With Grubhub, not only was my information compromised but they were absolutely no help when it happened."
311,Terrible company.
311,The drivers do their job fairly well BUT - many mistakes - wrong orders - an hour or more wait - no refund on undelivered orders - no contact or try to fix the situation.
311,Ignore complaints.
311,POOR POOR POOR way of running a business.
311,Will NEVER NEVER use again and will inform others.
311,Actually less than ZERO.
311,Cost me money - lost meals and much stress.
311,Always anout the MONEY- what happened to GOOD CUSTOMER SERVICE!!!
311,None here.👹👹🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬
322,Tried using the app more than a few times in El Paso Tx area and my food was always more than an hour late.
322,Didn't matter if I ordered less than a mile away it was always late.
322,When I reached out to customer service they would give me $5-$10 credit for the late delivery.
322,Totally didn't make up for the cold fries and watered down drinks.
322,Gonna try doordash.
327,Been using Grubhub for 6 years and there is a 50/50 chance my order will be cancelled every single time I use this app.
327,The customer service people are absolutely no help and they're pretty snarky and rude on top of that.
327,"Why even bother paying for a + membership for a company that doesn't fulfill their orders and then doesn't offer any solutions besides ""Oops sorry""."
327,Going to Doordash ✌️
337,Everyone note this shows Ty company sends credits on through codes to your email.
337,Nothing actually goes through to your account in the hopes that it gets lost in spam folders or other emails.
337,Please remember to try pull one over on them as much as possible as they will continuously try to screw you with there awful customer service responses!
